day,month,hour,minute,Total
3,3,21,3,0.0
3,3,22,0,0.0
3,3,22,1,0.0
3,3,22,2,0.0
3,3,22,3,0.0
3,3,23,0,0.0
3,3,23,1,0.0
3,3,23,2,0.0
3,3,23,3,0.0
4,3,0,0,0.0
4,3,0,1,0.0
4,3,0,2,0.0
4,3,0,3,0.0
4,3,1,0,0.0
4,3,1,1,0.0
4,3,1,2,0.0
4,3,1,3,0.0
4,3,2,0,0.0
4,3,2,1,0.0
4,3,2,2,0.0
4,3,2,3,0.0
4,3,3,0,0.0
4,3,3,1,0.0
4,3,3,2,0.0
4,3,3,3,0.0
4,3,4,0,0.0
4,3,4,1,0.0
4,3,4,2,0.0
4,3,4,3,0.0
4,3,5,0,0.0
4,3,5,1,0.0
4,3,5,2,0.0
4,3,5,3,0.0
4,3,6,0,0.0
4,3,6,1,0.0
4,3,6,2,0.0
4,3,6,3,0.0
4,3,7,0,0.49
4,3,7,1,2.125
4,3,7,2,4.235
4,3,7,3,7.9275
4,3,8,0,14.5025
4,3,8,1,22.215
4,3,8,2,29.6475
4,3,8,3,36.4175
4,3,9,0,43.5275
4,3,9,1,51.0475
4,3,9,2,58.905
4,3,9,3,66.1875
4,3,10,0,72.4075
4,3,10,1,78.235
4,3,10,2,84.62
4,3,10,3,92.0675
4,3,11,0,98.785
4,3,11,1,103.605
4,3,11,2,106.7075
4,3,11,3,109.6025
4,3,12,0,111.8075
4,3,12,1,113.45
4,3,12,2,114.685
4,3,12,3,116.16
4,3,13,0,117.0375
4,3,13,1,117.3525
4,3,13,2,117.445
4,3,13,3,117.52
4,3,14,0,116.615
4,3,14,1,116.525
4,3,14,2,115.4775
4,3,14,3,114.3175
4,3,15,0,112.3825
4,3,15,1,110.61
4,3,15,2,108.105
4,3,15,3,105.26
4,3,16,0,102.6825
4,3,16,1,99.4425
4,3,16,2,96.105
4,3,16,3,92.3075
4,3,17,0,88.025
4,3,17,1,81.7525
4,3,17,2,73.8375
4,3,17,3,66.1525
4,3,18,0,58.1475
4,3,18,1,49.86
4,3,18,2,41.625
4,3,18,3,33.47
4,3,19,0,25.455
4,3,19,1,18.1725
4,3,19,2,11.735
4,3,19,3,5.6975
4,3,20,0,2.4425
4,3,20,1,0.5275
4,3,20,2,0.0125
4,3,20,3,0.0
4,3,21,0,0.0
4,3,21,1,0.0
4,3,21,2,0.0
4,3,21,3,0.0
4,3,22,0,0.0
4,3,22,1,0.0
4,3,22,2,0.0
4,3,22,3,0.0
4,3,23,0,0.0
4,3,23,1,0.0
4,3,23,2,0.0
4,3,23,3,0.0
5,3,0,0,0.0
5,3,0,1,0.0
5,3,0,2,0.0
5,3,0,3,0.0
5,3,1,0,0.0
5,3,1,1,0.0
5,3,1,2,0.0
5,3,1,3,0.0
5,3,2,0,0.0
5,3,2,1,0.0
5,3,2,2,0.0
5,3,2,3,0.0
5,3,3,0,0.0
5,3,3,1,0.0
5,3,3,2,0.0
5,3,3,3,0.0
5,3,4,0,0.0
5,3,4,1,0.0
5,3,4,2,0.0
5,3,4,3,0.0
5,3,5,0,0.0
5,3,5,1,0.0
5,3,5,2,0.0
5,3,5,3,0.0
5,3,6,0,0.0
5,3,6,1,0.0
5,3,6,2,0.0
5,3,6,3,0.0125
5,3,7,0,0.6175
5,3,7,1,2.1175
5,3,7,2,4.025
5,3,7,3,8.2925
5,3,8,0,15.2725
5,3,8,1,23.2025
5,3,8,2,30.8775
5,3,8,3,37.97
5,3,9,0,45.3925
5,3,9,1,53.37
5,3,9,2,60.7325
5,3,9,3,68.7225
5,3,10,0,74.965
5,3,10,1,80.285
5,3,10,2,85.06
5,3,10,3,92.245
5,3,11,0,98.64
5,3,11,1,102.625
5,3,11,2,105.6925
5,3,11,3,107.8025
5,3,12,0,110.0175
5,3,12,1,111.73
5,3,12,2,112.6075
5,3,12,3,113.1575
5,3,13,0,113.485
5,3,13,1,114.3875
5,3,13,2,114.8825
5,3,13,3,116.335
5,3,14,0,90.7325
5,3,14,1,99.8725
5,3,14,2,104.0775
5,3,14,3,101.4425
5,3,15,0,75.4825
5,3,15,1,94.405
5,3,15,2,67.58
5,3,15,3,52.2575
5,3,16,0,57.9025
5,3,16,1,44.555
5,3,16,2,39.19
5,3,16,3,13.155
5,3,17,0,9.45
5,3,17,1,6.1675
5,3,17,2,7.215
5,3,17,3,12.5775
5,3,18,0,13.8875
5,3,18,1,6.635
5,3,18,2,5.4475
5,3,18,3,5.99
5,3,19,0,21.3675
5,3,19,1,22.6625
5,3,19,2,16.13
5,3,19,3,8.885
5,3,20,0,4.8775
5,3,20,1,1.8625
5,3,20,2,0.0825
5,3,20,3,0.0
5,3,21,0,0.0
5,3,21,1,0.0
5,3,21,2,0.0
5,3,21,3,0.0
5,3,22,0,0.0
5,3,22,1,0.0
5,3,22,2,0.0
5,3,22,3,0.0
5,3,23,0,0.0
5,3,23,1,0.0
5,3,23,2,0.0
5,3,23,3,0.0
6,3,0,0,0.0
6,3,0,1,0.0
6,3,0,2,0.0
6,3,0,3,0.0
6,3,1,0,0.0
6,3,1,1,0.0
6,3,1,2,0.0
6,3,1,3,0.0
6,3,2,0,0.0
6,3,2,1,0.0
6,3,2,2,0.0
6,3,2,3,0.0
6,3,3,0,0.0
6,3,3,1,0.0
6,3,3,2,0.0
6,3,3,3,0.0
6,3,4,0,0.0
6,3,4,1,0.0
6,3,4,2,0.0
6,3,4,3,0.0
6,3,5,0,0.0
6,3,5,1,0.0
6,3,5,2,0.0
6,3,5,3,0.0
6,3,6,0,0.0
6,3,6,1,0.0
6,3,6,2,0.0
6,3,6,3,0.0375
6,3,7,0,0.8975
6,3,7,1,2.8725
6,3,7,2,5.3125
